"Identifiant technique de la structure","Raison sociale site","Enseigne commerciale site","Complément destinataire (coord. structure)","Complément point géographique (coord. structure)","Numéro Voie (coord. structure)","Indice répétition voie (coord. structure)","Code type de voie (coord. structure)","Libellé type de voie (coord. structure)","Libellé Voie (coord. structure)","Mention distribution (coord. structure)","Bureau cedex (coord. structure)","Code postal (coord. structure)","Code commune (coord. structure)","Libellé commune (coord. structure)","Code pays (coord. structure)","Libellé pays (coord. structure)","Téléphone (coord. structure)","Téléphone 2 (coord. structure)","Télécopie (coord. structure)","Adresse e-mail (coord. structure)","Code Département (structure)","Libellé Département (structure)","Ancien identifiant de la structure","Autorité d'enregistrement","Code secteur d'activité","Libellé secteur d'activité","Code section tableau pharmaciens","Libellé section tableau pharmaciens","Code rôle","Libellé rôle","Code genre activité","Libellé genre activité",
F090002452,"CSAPA  DE L'ANPAA",,,,6,,CRS,Cours,"IRENEE CROS",,"09000 FOIX",09000,09122,Foix,,,0534098450,,0534098451,,,,1090002452,//ARS,SA21,"Etab. Hébergt Réadaptation",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090002486,"EAM UTHAA",,,,4,,IMP,Impasse,"DE LA LAUZE",,"09240 LA BASTIDE DE SEROU",09240,09042,"La Bastide-de-Sérou",,,0561646945,,0561646948,,,,1090002486,//ARS,SA16,"Etab. pour Handicapés",,,312,"Autre professionnel",GENR11,"Accompagnement social/médico-social au soin",
F090002536,"FAM DE CAMBIE",,,CAMBIÉ,,,,,,,"09000 SERRES SUR ARGET",09000,09293,Serres-sur-Arget,,,0534092070,,0534092071,,,,1090002536,//ARS,SA16,"Etab. pour Handicapés",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090002544,"FOYER OCCUPATIONNEL AUZAT",,,,,,R,Rue,"DU MONTCALM",,"09220 AUZAT",09220,09030,Auzat,,,0534098570,,0534098575,,,,1090002544,//ARS,SA16,"Etab. pour Handicapés",,,312,"Autre professionnel",GENR12,"Encadrement et orga accompagnt social/médico-soc",
F09000258501072023,3L,,,,,,AV,Avenue,"Aristide Berges","Lieu dit Prat de las Crabos","09190 LORP-SENTARAILLE",09190,09289,Lorp-Sentaraille,99000,France,0534143114,,0534143115,,,,1090002585,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F09000260128032014,"PHARMACIE SOUSTRE -SOFFIATTI","SELARL PHARMACIE DU PLANTAUREL",,,3,BIS,AV,Avenue,"DES ECOLIERS",,"09000 SAINT-JEAN-DE-VERGES",09000,09264,Saint-Jean-de-Verges,99000,France,0561646612,,0561646557,,,,1090002601,"CNOP/CNOP/ARS + CNOP",SA33,"Pharmacie d'officine",A,"Pharmacien titulaire d'officine",FON-03,"Titulaire d'officine",GENR01,"Activité standard de soin ou de pharmacien",
F090002627,"SESSAD DE SAINT GIRONS",,,,,,R,Rue,"PIERRE BROSSOLETTE",,"09200 ST GIRONS",09200,09261,Saint-Girons,,,0561661818,,0561049471,,,,1090002627,//ARS,SA16,"Etab. pour Handicapés",,,326,"Educateur spécialisé",GENR10,"Accompagnt social/médico-soc vie sociale, pro, édu",
F090002635,"SESSAD LA VERGNIERE",,,,9,,AV,Avenue,"DE LA LERIDA",,"09000 FOIX",09000,09122,Foix,,,0534090776,,0561658439,,,,1090002635,//ARS,SA16,"Etab. pour Handicapés",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090002668,"CAARUD AIPD",,,,19,,R,Rue,"DES MOULINS",,"09000 FOIX",09000,09122,Foix,,,0561050193,,0561650864,,,,1090002668,//ARS,SA21,"Etab. Hébergt Réadaptation",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090002676,"SSIAD DE STE CROIX VOLVESTRE",,,,,,R,Rue,"DE L'EGLISE",,"09230 STE CROIX VOLVESTRE",09230,09257,Sainte-Croix-Volvestre,,,0561962672,,0561962672,,,,1090002676,//ARS,SA41,"Autre secteur d'activité",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090002718,"LHSS HERISSON BELLOR PAMIERS",,,,26,,CHE,Chemin,"DE LA CHARTREUSE",,"09100 PAMIERS",09100,09225,Pamiers,,,0534013250,,,,,,1090002718,//ARS,SA21,"Etab. Hébergt Réadaptation",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090002767,"FAM DE SAINT GIRONS",,,,,,AV,Avenue,"DES GUERILLEROS ESPAGNOLS","LIEU- DIT LAGARDE","09200 ST GIRONS",09200,09261,Saint-Girons,,,0561054750,,0561649324,,,,1090002767,//ARS,SA16,"Etab. pour Handicapés",,,312,"Autre professionnel",GENR11,"Accompagnement social/médico-social au soin",
F090002833,"AAIR UAD UDM DD PAMIERS",,,"LA GALAGE",7,,CHE,Chemin,"DES MENESTRELS",,"09100 PAMIERS",09100,09225,Pamiers,,,0561161100,,0561161111,,,,1090002833,CNOM/CNOM/ARS,SA34,"Centre de dialyse",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090002858,"SAMSAH DE FOIX",,,"2ÈME ETAGE",21,,,,"CHEMIN DE BERDOULET",,"09000 FOIX",09000,09122,Foix,,,0561029238,,0561015727,,,,1090002858,//ARS,SA16,"Etab. pour Handicapés",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090002874,"S.A.M.S.A.H ESPOIR ARIEGE",,,,16,,AV,Avenue,"MARECHAL LECLERC",,"09300 LAVELANET",09300,09160,Lavelanet,,,0561055881,,0561011660,,,,1090002874,//ARS,SA16,"Etab. pour Handicapés",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090002932,"HJ PSY GEN GIRONS CH ARIEGE COUSERANS",,,,49,,R,Rue,"JOSEPH PUJOL",,"09200 ST GIRONS",09200,09261,Saint-Girons,,,,,,,,,1090002932,//ARS,SA01,"Etablissement Public de santé",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090002965,"FOYER HEBERGEMENT RESIDENCE LA PRAIRIE",,,,21,,R,Rue,"JULES FERRY","SAINT-JEAN DU FALGA","09100 ST JEAN DU FALGA",09100,09265,Saint-Jean-du-Falga,,,0561679800,,,,,,1090002965,CNOM/CNOM/ARS,SA16,"Etab. pour Handicapés",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090002973,"LBM CERBALLIANCE LANGUEDOC LAVELANET",,,,24,,AV,Avenue,"DR BERDANAC",,"09300 LAVELANET",09300,09160,Lavelanet,,,0534090090,,,,,,1090002973,//ARS,SA25,"Laboratoire de biologie médicale (LBM)",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090002981,"LBM CERBALLIANCE LANGUEDOC PAMIERS",,,,11,,RTE,Route,"DE FOIX",,"09100 PAMIERS",09100,09225,Pamiers,,,0561670984,,,,,,1090002981,//ARS,SA25,"Laboratoire de biologie médicale (LBM)",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090002999,"LBM CERBALLIANCE LANGUEDOC FOIX",,,,10,,AV,Avenue,"GENERAL DE GAULLE",,"09000 FOIX",09000,09122,Foix,,,0534093390,,,,,,1090002999,//ARS,SA25,"Laboratoire de biologie médicale (LBM)",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090003005,"EHPAD DES SOURCES",,,,,,,,,"FOUN ROUGE","09100 ST JEAN DU FALGA",09100,09265,Saint-Jean-du-Falga,,,0534019100,,,,,,1090003005,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090003013,"CPEF MIREPOIX",,,EISE,1,B,CHEM,Chemin,"DE LA MESTRISE",,"09500 MIREPOIX",09500,09194,Mirepoix,,,0561690280,,,,,,1090003013,//ARS,SA15,"P.M.I Planification familiale",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090003146,"CMP ADULTES SAINT-GIRONS CHAC",,,,49,,R,Rue,"JOSEPH PUJOL",,"09200 ST GIRONS",09200,09261,Saint-Girons,,,,,,,,,1090003146,//ARS,SA01,"Etablissement Public de santé",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090003203,"LBM CERBALLIANCE LANGUEDOC SAINT-GIRON",,,,16,,AV,Avenue,"HENRI BERNERE",,"09200 ST GIRONS",09200,09261,Saint-Girons,,,0561662118,,,,,,1090003203,//ARS,SA25,"Laboratoire de biologie médicale (LBM)",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090003211,"LBM CERBALLIANCE LANGUEDOC PAMIERS",,,,8,,R,Rue,"SAINT VINCENT",,"09100 PAMIERS",09100,09225,Pamiers,,,,,,,,,1090003211,//ARS,SA25,"Laboratoire de biologie médicale (LBM)",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090003245,"LBM CERBALLIANCE PYRENEES ST-GIRONS",,,,2,,PL,Place,"JEAN IBANES",,"09200 ST GIRONS",09200,09261,Saint-Girons,,,,,,,,,1090003245,//ARS,SA25,"Laboratoire de biologie médicale (LBM)",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090003260,"MSP AVICENNE",,,,,,CHE,Chemin,"DE L'ESTALIÉ",,"09220 VAL DE SOS",09220,09334,Val-de-Sos,,,0561012038,,,,,,1090003260,//ARS,SA52,"Maison de Santé, Pôle de Santé",,,FON-AU,"Fonction non définie",GENR01,"Activité standard de soin ou de pharmacien",
F090003286,"GCS BIOLOGIE TERRITOIRE DE L'ARIEGE",,,CHIVA,,,,,,"BP 01","09000 FOIX",09000,09122,Foix,,,,,,,,,1090003286,CNOP/CNOP/ARS,SA30,"Autre établissement Sanitaire",G,"Pharmaciens biologistes, c'est-à-dire : les directeurs et les directeurs adjoints des laboratoires d'analyses de biologie médicale privés (LABM), de même que les biologistes praticiens des laboratoires hospitaliers publics. ",FON-AU,"Fonction non définie",GENR01,"Activité standard de soin ou de pharmacien",
F090003294,"GCS BIOLOGIE TERRITOIRE DE L'ARIEGE",,,CHAC,,,,,,"SAINT-LIZIER SITE DE ROZES","09201 ST GIRONS CEDEX",09201,09261,Saint-Girons,,,0561962097,,0561962811,,,,1090003294,CNOP/CNOP/ARS,SA30,"Autre établissement Sanitaire",G,"Pharmaciens biologistes, c'est-à-dire : les directeurs et les directeurs adjoints des laboratoires d'analyses de biologie médicale privés (LABM), de même que les biologistes praticiens des laboratoires hospitaliers publics. ",FON-AU,"Fonction non définie",GENR01,"Activité standard de soin ou de pharmacien",
F090003641,"GCS VILLE HOPITAL DU COUSERANS",,,"SITE DE ROZES",,,,,,,"09190 ST LIZIER",09190,09268,Saint-Lizier,,,,,,,,,1090003641,//ARS,SA30,"Autre établissement Sanitaire",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090003716,"MSP DU SERONAIS",,,,,,,,,"LIEU DIT COTES","09240 LA BASTIDE DE SEROU",09240,09042,"La Bastide-de-Sérou",,,0561645024,,,,,,1090003716,//ARS,SA52,"Maison de Santé, Pôle de Santé",,,FON-AU,"Fonction non définie",GENR01,"Activité standard de soin ou de pharmacien",
F090003724,"MSP DES DEUX VALLEES",,,,,,R,Rue,"DU PONT NEUF",,"09140 SEIX",09140,09285,Seix,,,0561010215,,,,,,1090003724,//ARS,SA52,"Maison de Santé, Pôle de Santé",,,FON-AU,"Fonction non définie",GENR01,"Activité standard de soin ou de pharmacien",
F090003732,"MSP DES VALLEES",,,,,,RTE,Route,"ABRAHAM SICRE",,"09110 AX LES THERMES",09110,09032,Ax-les-Thermes,,,0561032911,,,,,,1090003732,//ARS,SA52,"Maison de Santé, Pôle de Santé",,,FON-AU,"Fonction non définie",GENR01,"Activité standard de soin ou de pharmacien",
F090003799,"HJ PIJ L'HERM CH ARIEGE COUSERANS",,,,,,,,"LA VERGNIERE",,"09000 L HERM",09000,09138,L'Herm,,,,,,,,,1090003799,//ARS,SA01,"Etablissement Public de santé",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090003807,"SESSAD CAP 09 PAMIERS",,,,1,,CHE,Chemin,"DE CAILLOUP",,"09100 PAMIERS",09100,09225,Pamiers,,,0561602545,,,,,,1090003807,//ARS,SA16,"Etab. pour Handicapés",,,312,"Autre professionnel",GENR09,"Administratif ou orga accompagnt social/médico-soc",
F090003823,"USLD ST LIZIER CH ARIEGE COUSERANS",,,,,,BD,Boulevard,"NOEL PEYREVIDAL","BP 60111","09201 ST GIRONS CEDEX",09201,09261,Saint-Girons,,,0561962197,,0561666171,,,,1090003823,//ARS,SA30,"Autre établissement Sanitaire",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090003849,S.I.S.P.A.H,,,"2EME ETAGE",21,,CHE,Chemin,"DE BERDOULET",,"09000 FOIX",09000,09122,Foix,,,0561029238,,0561015727,,,,1090003849,//ARS,SA16,"Etab. pour Handicapés",,,312,"Autre professionnel",GENR12,"Encadrement et orga accompagnt social/médico-soc",
F090003856,"UNITE D' ENSEIGNEMENT MATERNELLE",,,,29,,AV,Avenue,"DE PAMIERS",,"09120 VARILHES",09120,09324,Varilhes,,,0561680056,,,,,,1090003856,//ARS,SA16,"Etab. pour Handicapés",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090003898,"MSP PRAT BONREPAUX",,,,30,,RTE,Route,NATIONALE,,"09160 PRAT BONREPAUX",09160,09235,Prat-Bonrepaux,,,0532665370,,,,,,1090003898,//ARS,SA52,"Maison de Santé, Pôle de Santé",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090003922,"UCRM - ACT - ANTENNE PAMIERS",,,,66,,BD,Boulevard,"ALSACE LORRAINE",,"09100 PAMIERS",09100,09225,Pamiers,,,0534256839,,,,,,1090003922,//ARS,SA21,"Etab. Hébergt Réadaptation",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090003963,"CADA FRANCE HORIZON",,,"LES BRUILHOLS",,,QUA,Quartier,"DE LA GARE",,"09000 FOIX",09000,09122,Foix,,,0534318397,,,,,,1090003963,CNOM/CNOM/ARS,SA21,"Etab. Hébergt Réadaptation",,,FON-AU,"Fonction non définie",GENR01,"Activité standard de soin ou de pharmacien",
F090003989,"CADA INSTITUT PROTESTANT",,,,,,R,Rue,"DE LA CROIX BLANCHE",,"09700 SAVERDUN",09700,09282,Saverdun,,,0561603002,,,,,,1090003989,//ARS,SA21,"Etab. Hébergt Réadaptation",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090004003,"PHARMA DOM",,,"ZA DU PIC",8,,R,Rue,"MARIE CURIE",,"09100 PAMIERS",09100,09225,Pamiers,,,0615087403,,,,,,1090004003,CNOP/CNOP/ARS,SA61,"Struct. Dispensatrice à dom. Oxygène usage médical",D,"Pharmacien adjoint, pharmacien remplaçant le titulaire, gérant après décès du titulaire, pharmacien multi-employeurs.",FON-49,"Pharmacien responsable BPDO",GENR01,"Activité standard de soin ou de pharmacien",
F090004094,"DDAEOMI SERVICE EVALUATION SEVA 09",,,"MECS DU PRAT",,,,,,"HAMEAU DE REINS","09000 FOIX",09000,09122,Foix,,,0534671539,,,,,,1090004094,//ARS,SA20,"Etab. Protection Enfance",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090004110,"SAVS ESPOIR ARIEGE",,,,16,,AV,Avenue,"DU MARECHAL LECLERC",,"09300 LAVELANET",09300,09160,Lavelanet,,,0561055881,,,,,,1090004110,//ARS,SA16,"Etab. pour Handicapés",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090004136,"SAD SERVICE A DOM LAVELANET",,,,6,,R,Rue,"JEAN JAURES",,"09300 LAVELANET",09300,09160,Lavelanet,,,,,,,,,1090004136,//ARS,SA41,"Autre secteur d'activité",,,312,"Autre professionnel",GENR08,"Activité de coordination et d'orientation",
F090004219,"MSP DU PAYS DE FOIX",,,,2,T,AV,Avenue,"DU CARDIE",,"09000 FOIX",09000,09122,Foix,,,0561029810,,,,,,1090004219,//ARS,SA52,"Maison de Santé, Pôle de Santé",,,FON-AU,"Fonction non définie",GENR01,"Activité standard de soin ou de pharmacien",
F090004292,"SAA BIENFAITS SERVICES",,,,67,,BD,Boulevard,"FREDERIC ARNAUD",,"09200 ST GIRONS",09200,09261,Saint-Girons,,,0581157569,,,,,,1090004292,//ARS,SA41,"Autre secteur d'activité",,,333,"Responsable de secteur",GENR12,"Encadrement et orga accompagnt social/médico-soc",
F090004318,"SAAD ASSOCIATION BLEU PRINTEMPS",,,,17,,AV,Avenue,"DU 08 MAI 1945",,"09120 VARILHES",09120,09324,Varilhes,,,0561687771,,,,,,1090004318,//ARS,SA41,"Autre secteur d'activité",,,359,"Directeur d'établissement",GENR12,"Encadrement et orga accompagnt social/médico-soc",
F090004334,"SAA DOMICIL + FOIX",,,,23,B,AV,Avenue,"DE FERRIERES",,"09000 FOIX",09000,09122,Foix,,,0561694065,,,,,,1090004334,//ARS,SA41,"Autre secteur d'activité",,,312,"Autre professionnel",GENR08,"Activité de coordination et d'orientation",
F090004433,"CDS AMBROISE CROIZAT DE LAVELANET",,,"ESPACE PIERRE MENDES FRANCE",,,,,,,"09300 LAVELANET",09300,09160,Lavelanet,,,0561016191,,,,,,1090004433,CNOM/CNOM/ARS,SA05,"Centres de santé",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090004458,"CHU DU CIAS DU PAYS D'OLMES",,,,32,,R,Rue,"JEAN JAURES",,"09300 LAVELANET",09300,09160,Lavelanet,,,0534093040,,,,,,1090004458,//ARS,SA21,"Etab. Hébergt Réadaptation",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090004490,"MSP LE FOSSAT",,,,,,PL,Place,PETRICOU,,"09130 LE FOSSAT",09130,09124,"Le Fossat",,,0561685003,,,,,,1090004490,//ARS,SA52,"Maison de Santé, Pôle de Santé",,,FON-01,"Titulaire de cabinet",GENR01,"Activité standard de soin ou de pharmacien",
F090004599,"MSP SAINT GIRONS",,,,1,,AV,Avenue,D'AULOT,,"09200 ST GIRONS",09200,09261,Saint-Girons,,,0561960010,,,,,,1090004599,//ARS,SA52,"Maison de Santé, Pôle de Santé",,,FON-AU,"Fonction non définie",GENR01,"Activité standard de soin ou de pharmacien",
F090004615,"MSP DE L ARIZE",,,,,,R,Rue,"DU TEMPLE",,"09290 LE MAS D AZIL",09290,09181,"Le Mas-d'Azil",,,,,,,,,1090004615,//ARS,SA52,"Maison de Santé, Pôle de Santé",,,FON-AU,"Fonction non définie",GENR01,"Activité standard de soin ou de pharmacien",
F090004649,"SAAD MP3S ARIEGE",,,,,,ALL,Allee,"DE VILOTTE",,"09000 FOIX",09000,09122,Foix,,,,,,,,,1090004649,//ARS,SA41,"Autre secteur d'activité",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090004714,"MSP GASON FEBUS",,,,18,,R,Rue,"GASTON DE FOIX",,"09100 ST JEAN DU FALGA",09100,09265,Saint-Jean-du-Falga,,,0534012050,,,,,,1090004714,//ARS,SA52,"Maison de Santé, Pôle de Santé",,,FON-AU,"Fonction non définie",GENR01,"Activité standard de soin ou de pharmacien",
F090004839,"CENTRE DE SANTE SAINTE CROIX VOLVESTRE",,,"LIEU DIT LA RAMEE",,,,,,,"09230 STE CROIX VOLVESTRE",09230,09257,Sainte-Croix-Volvestre,,,,,,,,,1090004839,CNOM/CNOM/ARS,SA05,"Centres de santé",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090004888,"DAC DE L'ARIEGE",,,,29,C,R,Rue,"DU 8 MAI 1945",,"09100 LA TOUR DU CRIEU",09100,09312,"La Tour-du-Crieu",,,0561676921,,,,,,1090004888,//ARS,SA41,"Autre secteur d'activité",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090004920,"ESAT VIEPROFESSIONNELLE SITE SABARTHES",,,,,,,,,,"09120 MONTEGUT PLANTAUREL",09120,09202,Montégut-Plantaurel,,,,,,,,,1090004920,//ARS,SA16,"Etab. pour Handicapés",,,324,"Moniteur éducateur",GENR10,"Accompagnt social/médico-soc vie sociale, pro, édu",
F090004979,"VITESCO TECHNOLOGIES FRANCE",,,"ZI DE PERMILHAC",,,,,,,"09000 ST MARTIN DE CARALP",09000,09269,Saint-Martin-de-Caralp,,,,,,,,,1090004979,//ARS,SA66,"Services de Prévention et de Santé au Travail",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090004995,SEMTTAX,,,,2,,AV,Avenue,"ALBERT DURANDEAU",,"09110 AX LES THERMES",09110,09032,Ax-les-Thermes,,,0561688660,,0561658658,,,,1090004995,CNOM/CNOM/ARS,SA04,"Etab. Privé Non PSPH",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090005067,"VYV DENTAIRE LAVELANET",,,,14,,AV,Avenue,"ALSACE LORRAINE",,"09300 LAVELANET",09300,09160,Lavelanet,,,,,,,,,1090005067,//ARS,SA05,"Centres de santé",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090005075,"SAA DOMICIL + PAMIERS",,,,27,,RTE,Route,"DE TOULOUSE",,"09100 PAMIERS",09100,09225,Pamiers,,,,,,,,,1090005075,//ARS,SA41,"Autre secteur d'activité",,,333,"Responsable de secteur",GENR99,"Autre activité",
F090005133,"SDIS ARIEGE FOIX",,,,31,B,AV,Avenue,"GENERAL DE GAULLE",,"09000 FOIX",09000,09122,Foix,,,,,,,,,1090005133,//ARS,SA68,"Services départementaux d'incendie et de secours",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090005166,"CDS DE MA REGION A LES CABANNES",,,,,,,,"RUE PRINCIPALE",,"09310 LES CABANNES",09310,09070,"Les Cabannes",,,0532820036,,,,,,1090005166,CNOM/CNOM/ARS,SA05,"Centres de santé",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090005174,"CEF LE VERNET",,,,6,,CHE,Chemin,"DE CLARAC",,"09700 LE VERNET",09700,09331,"Le Vernet",,,0561962726,,,,,,1090005174,//ARS,SA20,"Etab. Protection Enfance",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090780131,"EHPAD DE MIREPOIX",,,,22,,R,Rue,"MONSEIGNEUR DE CAMBON",,"09500 MIREPOIX",09500,09194,Mirepoix,,,0561679700,,0561688788,,,,1090780131,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090780149,"RES COUSERANS PYRENEES SITE ERCE",,,,,,,,"LE VILLAGE",,"09140 ERCE",09140,09113,Ercé,,,0561668344,,0561668362,,,,1090780149,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090780156,"RESIDENCE LE CLOS DU RAUNIER",,,,,,CHE,Chemin,"DE TREMOUL",,"09270 MAZERES",09270,09185,Mazères,,,0561694245,,0561697426,,,,1090780156,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090780164,"IME DE ST JEAN DU FALGA",,,,4,,R,Rue,"JEAN ARMAING",,"09100 ST JEAN DU FALGA",09100,09265,Saint-Jean-du-Falga,,,0561680056,,0561682682,,,,1090780164,//ARS,SA16,"Etab. pour Handicapés",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090780172,"MECS  JEANNE PETITE",,,,,,HAM,Hameau,"JEANNE PETITE",,"09700 SAVERDUN",09700,09282,Saverdun,,,0561603002,,,,,,1090780172,//ARS,SA20,"Etab. Protection Enfance",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090780180,"MECS LOUMET INTER GENERATIONS",,,CS50065,7,,R,Rue,"DE LOUMET",,"09100 PAMIERS",09100,09225,Pamiers,,,0561679400,,,,,,1090780180,//ARS,SA20,"Etab. Protection Enfance",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090780198,"CHRS HERISSON-BELLOR MAZERES",,,,12,,R,Rue,"SAINT ABDON",,"09270 MAZERES",09270,09185,Mazères,,,0534020190,,,,,,1090780198,//ARS,SA21,"Etab. Hébergt Réadaptation",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090780347,"IME SAINT JACQUES",,,,34,,COUR,Cour,"ST JACQUES",,"09600 LERAN",09600,09161,Léran,,,0561050280,,0561050289,,,,1090780347,//ARS,SA16,"Etab. pour Handicapés",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090780354,"IME DE LA VERGNIERE",,,,,,,,,,"09000 L HERM",09000,09138,L'Herm,,,0534098409,,0561026442,,,,1090780354,//ARS,SA16,"Etab. pour Handicapés",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090780362,"RESIDENCE LE VERT COTEAU",,,,,,,,"ALLÉE SAINT JACQUES",,"09700 SAVERDUN",09700,09282,Saverdun,,,0561603142,,0561678873,,,,1090780362,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090780388,"CMPP FOIX",,,,18,,ALL,Allee,"DE VILLOTE",,"09000 FOIX",09000,09122,Foix,,,0561652100,,0561028808,,,,1090780388,//ARS,SA16,"Etab. pour Handicapés",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090780461,"EHPAD LA CROIX DU SUD",,,,9,,PL,Place,"DE LA HALLE",,"09230 FABAS",09230,09120,Fabas,,,0561964061,,0561964214,,,,1090780461,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090781477,"EHPAD DU CHIVA SITE BELLISSEN",,,,9,,AV,Avenue,"JEAN MONNET",CAPDEVILLE,"09000 FOIX",09000,09122,Foix,,,0561968660,,0561609054,,,,1090781477,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090781527,"IFMS CH INT VAL ARIEGE",,,,10,,R,Rue,"SAINT VINCENT",,"09100 PAMIERS",09100,09225,Pamiers,,,0561609096,,0561609095,,,,1090781527,//ARS,SA19,"Etab. d'enseignement",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090781535,"EHPAD CHAC ST GIRONS",,,,,,BD,Boulevard,"NOEL PEYREVIDAL",,"09200 ST GIRONS",09200,09261,Saint-Girons,,,0561962104,,0561962027,,,,1090781535,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
